column,block,source_file_line,definition,grain,source_records,event_subset,window,statistic,denominator_exposure,zero_semantics,missing_semantics,asof_rule,coding_era_dependence,intended_model_families,est_compute_cost,parity_class,parity_evidence
high_risk_model_flag,B0,autosafe/feature_engineering_v55.py:837,1 when 'MAKE MODEL' is one of 20 models hardcoded from a training-data fail-rate analysis.,target row (vehicle attribute),"factory packets view (tgt_* + p_* + defects_json, factory/packets.py:53-58) -> feature_engineering_v55.engineer_features",fleet_prior,lifetime,presence,n/a,0 = not one of the 20 listed models,n/a,"as-of SAFE: every packet prior carries p_date strictly < tgt_date, gated by factory/packets.py:161-174; prediction_date := tgt_date (factory/runners/b0_module_runner.py:138)",none,all: float64 with NaN for NULL (fit_contract.py:267-268),"low per row, but the whole B0 frame is a second pass over the LONG packets view (factory/runners/b0_module_runner.py:167-195), parallel over vehicles",unsafe_ambiguous,"a hardcoded 20-model set chosen BY FAIL RATE on training data (autosafe/feature_engineering_v55.py:30-39) - a target-derived static lookup baked into serving code, not an as-of statistic"
suspension_risk_profile,B0,autosafe/feature_engineering_v55.py:838,Placeholder; the source assigns a fixed value with a TODO.,constant,"factory packets view (tgt_* + p_* + defects_json, factory/packets.py:53-58) -> feature_engineering_v55.engineer_features",fleet_prior,none,rate,n/a,n/a,n/a,"as-of SAFE: every packet prior carries p_date strictly < tgt_date, gated by factory/packets.py:161-174; prediction_date := tgt_date (factory/runners/b0_module_runner.py:138)",none,all: float64 with NaN for NULL (fit_contract.py:267-268),"low per row, but the whole B0 frame is a second pass over the LONG packets view (factory/runners/b0_module_runner.py:167-195), parallel over vehicles",absent,"CONSTANT 0.0 with a TODO in the source (autosafe/feature_engineering_v55.py:838). MEASURED flat4y/r1m n=999,999: range [0.0 .. 0.0], NULL 0.000%"
model_age_fail_rate_eb,B0,"autosafe/feature_engineering_v55.py:712,714,716,744,746,748,757","Empirical-Bayes fail rate for the (model, age band) cell, shrunk toward the make-age then global rate.",fleet cell (model x age band),"factory packets view (tgt_* + p_* + defects_json, factory/packets.py:53-58) -> feature_engineering_v55.engineer_features",fleet_prior,expanding_as_of,rate,fleet cell,n/a,"falls back to the parent level, then the global rate","as-of SAFE: every packet prior carries p_date strictly < tgt_date, gated by factory/packets.py:161-174; prediction_date := tgt_date (factory/runners/b0_module_runner.py:138)",n/a,all: float64 with NaN for NULL (fit_contract.py:267-268),"low per row, but the whole B0 frame is a second pass over the LONG packets view (factory/runners/b0_module_runner.py:167-195), parallel over vehicles",different_window_or_semantics,"NON-CUBE fleet prior. TRAIN/EVAL SEMANTIC MISMATCH: the train frame is EXPANDING and strictly-earlier-day (out/b0/b0_flat4y_eb.parquet.manifest.json as_of_rule) while the eval, confirm and drift frames are FROZEN at 2023-12-31 (out/b0/b0_eval2024_eb.parquet.manifest.json). One column name, two estimators. MEASURED flat4y/r1m n=999,999: range [0.015763576993552346 .. 0.5413121417423047], NULL 0.000%"
make_age_fail_rate_eb,B0,"autosafe/feature_engineering_v55.py:720,722,751,753,758","Empirical-Bayes fail rate for the (make, age band) cell.",fleet cell (make x age band),"factory packets view (tgt_* + p_* + defects_json, factory/packets.py:53-58) -> feature_engineering_v55.engineer_features",fleet_prior,expanding_as_of,rate,fleet cell,n/a,"falls back to the parent level, then the global rate","as-of SAFE: every packet prior carries p_date strictly < tgt_date, gated by factory/packets.py:161-174; prediction_date := tgt_date (factory/runners/b0_module_runner.py:138)",n/a,all: float64 with NaN for NULL (fit_contract.py:267-268),"low per row, but the whole B0 frame is a second pass over the LONG packets view (factory/runners/b0_module_runner.py:167-195), parallel over vehicles",different_window_or_semantics,"NON-CUBE fleet prior. TRAIN/EVAL SEMANTIC MISMATCH: the train frame is EXPANDING and strictly-earlier-day (out/b0/b0_flat4y_eb.parquet.manifest.json as_of_rule) while the eval, confirm and drift frames are FROZEN at 2023-12-31 (out/b0/b0_eval2024_eb.parquet.manifest.json). One column name, two estimators. MEASURED flat4y/r1m n=999,999: range [0.04696177373937857 .. 0.480868308555758], NULL 0.000%"
historic_negligence_ratio_smoothed,B0,"autosafe/feature_engineering_v55.py:815,817","Advisory items per prior test record, clipped at 1.0; 0.0 without advisories or without priors.",vehicle x prior test RECORD (module reads the packet prior list newest-first),"factory packets view (tgt_* + p_* + defects_json, factory/packets.py:53-58) -> feature_engineering_v55.engineer_features",advisory,lifetime,rate,per prior test RECORD,0.0 = no advisories AND 0.0 = no priors,n/a,"as-of SAFE: every packet prior carries p_date strictly < tgt_date, gated by factory/packets.py:161-174; prediction_date := tgt_date (factory/runners/b0_module_runner.py:138)","era-BRIDGED by design: severity->type first, disposition fallback (factory/runners/b0_module_runner.py:71-75), so pre-2018 F and post-2018 major both map to MAJOR; DANGEROUS and MINOR exist post-2018 only",all: float64 with NaN for NULL (fit_contract.py:267-268),"low per row, but the whole B0 frame is a second pass over the LONG packets view (factory/runners/b0_module_runner.py:167-195), parallel over vehicles",unsafe_ambiguous,"CLIPPED at 1.0 (autosafe/feature_engineering_v55.py:815) so every true rate at or above 1 collapses to one value, and nothing is smoothed (no shrinkage anywhere in the expression). MEASURED flat4y/r1m n=999,999: range [0.0 .. 1.0], NULL 0.000%"
negligence_band,B0,"autosafe/feature_engineering_v55.py:823,825,827,829",Band of historic_negligence_ratio_smoothed: clean / low / high / chronic.,vehicle x prior test RECORD (module reads the packet prior list newest-first),"factory packets view (tgt_* + p_* + defects_json, factory/packets.py:53-58) -> feature_engineering_v55.engineer_features",advisory,lifetime,band,per prior test,n/a,the 'unknown' level named in the comment at autosafe/feature_engineering_v55.py:819 is never emitted,"as-of SAFE: every packet prior carries p_date strictly < tgt_date, gated by factory/packets.py:161-174; prediction_date := tgt_date (factory/runners/b0_module_runner.py:138)","era-BRIDGED by design: severity->type first, disposition fallback (factory/runners/b0_module_runner.py:71-75), so pre-2018 F and post-2018 major both map to MAJOR; DANGEROUS and MINOR exist post-2018 only",tree-native categorical (CatBoost/LightGBM cat_features); MLP/RealMLP and context models need an explicit encoder (fit_contract.py:249-268),"low per row, but the whole B0 frame is a second pass over the LONG packets view (factory/runners/b0_module_runner.py:167-195), parallel over vehicles",different_window_or_semantics,"a band of the CLIPPED ratio, so 'chronic' absorbs the whole upper tail"
raw_behavioral_count,B0,autosafe/feature_engineering_v55.py:831,Copy of prev_count_advisory.,vehicle x prior ITEM,"factory packets view (tgt_* + p_* + defects_json, factory/packets.py:53-58) -> feature_engineering_v55.engineer_features",advisory,lifetime,count,raw count,as prev_count_advisory,n/a,"as-of SAFE: every packet prior carries p_date strictly < tgt_date, gated by factory/packets.py:161-174; prediction_date := tgt_date (factory/runners/b0_module_runner.py:138)","era-BRIDGED by design: severity->type first, disposition fallback (factory/runners/b0_module_runner.py:71-75), so pre-2018 F and post-2018 major both map to MAJOR; DANGEROUS and MINOR exist post-2018 only",all: float64 with NaN for NULL (fit_contract.py:267-268),"low per row, but the whole B0 frame is a second pass over the LONG packets view (factory/runners/b0_module_runner.py:167-195), parallel over vehicles",duplicate_redundant,EXACT copy: features['raw_behavioral_count'] = features['prev_count_advisory'] (autosafe/feature_engineering_v55.py:831)
eb_unified_prior,B0,"autosafe/feature_engineering_v55.py:725,755,759",Copy of model_age_fail_rate_eb.,fleet cell (model x age band),"factory packets view (tgt_* + p_* + defects_json, factory/packets.py:53-58) -> feature_engineering_v55.engineer_features",fleet_prior,expanding_as_of,rate,fleet cell,n/a,inherits model_age_fail_rate_eb,"as-of SAFE: every packet prior carries p_date strictly < tgt_date, gated by factory/packets.py:161-174; prediction_date := tgt_date (factory/runners/b0_module_runner.py:138)",n/a,all: float64 with NaN for NULL (fit_contract.py:267-268),"low per row, but the whole B0 frame is a second pass over the LONG packets view (factory/runners/b0_module_runner.py:167-195), parallel over vehicles",duplicate_redundant,"exactly model_age_fail_rate_eb (autosafe/feature_engineering_v55.py:725,755). MEASURED flat4y/r1m n=999,999: range [0.015763576993552346 .. 0.5413121417423047], NULL 0.000%"
mech_decay_brake,B0,autosafe/feature_engineering_v55.py:539,"min(prev_adv_brakes * 0.2, 1.0).",vehicle x prior ITEM,"factory packets view (tgt_* + p_* + defects_json, factory/packets.py:53-58) -> feature_engineering_v55.engineer_features",advisory:brake,lifetime,count,x0.2 then clipped at 1.0,0 = no advisory,n/a,"as-of SAFE: every packet prior carries p_date strictly < tgt_date, gated by factory/packets.py:161-174; prediction_date := tgt_date (factory/runners/b0_module_runner.py:138)","era-BRIDGED by design: severity->type first, disposition fallback (factory/runners/b0_module_runner.py:71-75), so pre-2018 F and post-2018 major both map to MAJOR; DANGEROUS and MINOR exist post-2018 only",all: float64 with NaN for NULL (fit_contract.py:267-268),"low per row, but the whole B0 frame is a second pass over the LONG packets view (factory/runners/b0_module_runner.py:167-195), parallel over vehicles",duplicate_redundant,"min(prev_adv_brakes * 0.2, 1.0) (autosafe/feature_engineering_v55.py:539) - a monotone clipped transform of a shipped column that saturates at 5 advisories"
mech_decay_suspension,B0,autosafe/feature_engineering_v55.py:540,"min(prev_adv_suspension * 0.2, 1.0).",vehicle x prior ITEM,"factory packets view (tgt_* + p_* + defects_json, factory/packets.py:53-58) -> feature_engineering_v55.engineer_features",advisory:suspension,lifetime,count,x0.2 then clipped at 1.0,0 = no advisory,n/a,"as-of SAFE: every packet prior carries p_date strictly < tgt_date, gated by factory/packets.py:161-174; prediction_date := tgt_date (factory/runners/b0_module_runner.py:138)","era-BRIDGED by design: severity->type first, disposition fallback (factory/runners/b0_module_runner.py:71-75), so pre-2018 F and post-2018 major both map to MAJOR; DANGEROUS and MINOR exist post-2018 only",all: float64 with NaN for NULL (fit_contract.py:267-268),"low per row, but the whole B0 frame is a second pass over the LONG packets view (factory/runners/b0_module_runner.py:167-195), parallel over vehicles",duplicate_redundant,"min(prev_adv_suspension * 0.2, 1.0) (autosafe/feature_engineering_v55.py:540) - a monotone clipped transform of a shipped column that saturates at 5 advisories"
mech_decay_structure,B0,autosafe/feature_engineering_v55.py:541,"min(structure advisory item count * 0.2, 1.0).",vehicle x prior ITEM,"factory packets view (tgt_* + p_* + defects_json, factory/packets.py:53-58) -> feature_engineering_v55.engineer_features",advisory:structure,lifetime,count,x0.2 then clipped at 1.0,0 = no structure advisory,n/a,"as-of SAFE: every packet prior carries p_date strictly < tgt_date, gated by factory/packets.py:161-174; prediction_date := tgt_date (factory/runners/b0_module_runner.py:138)","era-BRIDGED by design: severity->type first, disposition fallback (factory/runners/b0_module_runner.py:71-75), so pre-2018 F and post-2018 major both map to MAJOR; DANGEROUS and MINOR exist post-2018 only",all: float64 with NaN for NULL (fit_contract.py:267-268),"low per row, but the whole B0 frame is a second pass over the LONG packets view (factory/runners/b0_module_runner.py:167-195), parallel over vehicles",partial,"the ONLY structure-component signal in B0 (autosafe/feature_engineering_v55.py:541): there is no prev_adv_structure. Saturates at 5 advisories, so counts above 5 are unrecoverable"
